timestamp,phase,phase_time (mm:ss),entropy_total,entropy_ang,entropy_lin,est_error_ang,est_error_lin
2025-04-30 05:58:11,Phase 2,01:13,0.10503,0.1064,0.10182,0.00537,-0.00097
2025-04-30 05:58:12,Phase 2,01:14,0.10503,0.1064,0.10182,0,0
2025-04-30 05:58:13,Phase 2,01:15,0,0,0,0,0
2025-04-30 05:58:14,Phase 2,01:16,0,0,0,-5E-05,0.00108
2025-04-30 05:58:15,Phase 2,01:17,0,0,0,-0.02665,0.01557
2025-04-30 05:58:16,Phase 2,01:18,0,0,0,0.00029,-3E-05
2025-04-30 05:58:17,Phase 2,01:19,0,0,0,0.00117,-0.00142
2025-04-30 05:58:18,Phase 2,01:20,0,0,0,-0.02872,0.00248
2025-04-30 05:58:19,Phase 2,01:21,0,0,0,0.00394,-0.00313
2025-04-30 05:58:20,Phase 2,01:22,0.20795,0.16485,0.30853,0.00031,0.0002
2025-04-30 05:58:21,Phase 2,01:23,0.20795,0.16485,0.30853,0.07715,0.06125
2025-04-30 05:58:22,Phase 2,01:24,0.20795,0.16485,0.30853,-0.10537,-0.08828
2025-04-30 05:58:23,Phase 2,01:25,0.51173,0.52802,0.47371,0.03517,-0.05525
2025-04-30 05:58:24,Phase 2,01:26,0.51173,0.52802,0.47371,0.13604,0.1079
2025-04-30 05:58:25,Phase 2,01:27,0.4971,0.45403,0.59758,0.05444,-0.03185
2025-04-30 05:58:26,Phase 2,01:28,0.4971,0.45403,0.59758,0,0.00088
2025-04-30 05:58:27,Phase 2,01:29,0.4971,0.45403,0.59758,-0.06702,-0.01983
2025-04-30 05:58:28,Phase 2,01:30,0.28919,0.30032,0.26321,-0.18429,0.14045
2025-04-30 05:58:29,Phase 2,01:31,0.28919,0.30032,0.26321,-0.36526,-0.13015
2025-04-30 05:58:31,Phase 2,01:32,0.57334,0.61605,0.47371,0.11568,0.04474
2025-04-30 05:58:32,Phase 2,01:33,0.57334,0.61605,0.47371,0.04859,-0.0114
2025-04-30 05:58:33,Phase 2,01:34,0.57334,0.61605,0.47371,0.00402,0.02119
2025-04-30 05:58:34,Phase 2,01:35,0.48249,0.50907,0.42046,-0.0006,-0.1968
2025-04-30 05:58:35,Phase 2,01:36,0.48249,0.50907,0.42046,0.48512,-0.00047
2025-04-30 05:58:36,Phase 2,01:37,0.60641,0.63469,0.54042,0,0
2025-04-30 05:58:37,Phase 2,01:38,0.60641,0.63469,0.54042,0.49716,-0.02384
2025-04-30 05:58:38,Phase 2,01:39,0.60641,0.63469,0.54042,-0.6129,-0.15892
2025-04-30 05:58:39,Phase 2,01:40,0.60724,0.66514,0.47214,0.0957,0.06106
2025-04-30 05:58:40,Phase 2,01:41,0.60724,0.66514,0.47214,0.00738,0.01129
2025-04-30 05:58:41,Phase 2,01:42,0.58318,0.50907,0.7561,0.00642,0.02045
2025-04-30 05:58:42,Phase 2,01:43,0.58318,0.50907,0.7561,0.00052,0.00189
2025-04-30 05:58:43,Phase 2,01:44,0.58318,0.50907,0.7561,0.00716,-0.02638
2025-04-30 05:58:44,Phase 2,01:45,0.16137,0.10182,0.30032,-0.03471,0.02128
2025-04-30 05:58:45,Phase 2,01:46,0.16137,0.10182,0.30032,-0.01208,-0.00422
2025-04-30 05:58:46,Phase 2,01:47,0.38606,0.37423,0.41366,-0.03443,-0.0033
2025-04-30 05:58:47,Phase 2,01:48,0.38606,0.37423,0.41366,0.05889,0.04538
2025-04-30 05:58:48,Phase 2,01:49,0.38606,0.37423,0.41366,-0.03673,-0.04135
2025-04-30 05:58:49,Phase 2,01:50,0.36869,0.30853,0.50907,0,0.01744
2025-04-30 05:58:50,Phase 2,01:51,0.36869,0.30853,0.50907,0,-1E-05
2025-04-30 05:58:51,Phase 2,01:52,0.07896,0,0.26321,0,0.00323
2025-04-30 05:58:52,Phase 2,01:53,0.07896,0,0.26321,-0.12253,0.07978
2025-04-30 05:58:53,Phase 2,01:54,0.07896,0,0.26321,-0.00603,-0.00022
2025-04-30 05:58:54,Phase 2,01:55,0.4159,0.37423,0.51314,0,0.01233
2025-04-30 05:58:55,Phase 2,01:56,0.4159,0.37423,0.51314,-0.02424,0.03111
2025-04-30 05:58:56,Phase 2,01:57,0.29874,0.20196,0.52455,0.01173,-0.0023
2025-04-30 05:58:57,Phase 2,01:58,0.29874,0.20196,0.52455,-0.01856,-0.01291
2025-04-30 05:58:58,Phase 2,01:59,0.29874,0.20196,0.52455,0.01097,-0.05496
2025-04-30 05:58:59,Phase 2,02:00,0.38229,0.35965,0.43511,0.01938,-0.00277
2025-04-30 05:59:00,Phase 2,02:01,0.38229,0.35965,0.43511,0.05431,0.02893
2025-04-30 05:59:01,Phase 2,02:02,0.23593,0.21963,0.27395,0,7E-05
2025-04-30 05:59:02,Phase 2,02:03,0.23593,0.21963,0.27395,-0.00392,-0.00709
2025-04-30 05:59:03,Phase 2,02:04,0.23593,0.21963,0.27395,0.0296,0.00045
2025-04-30 05:59:04,Phase 2,02:05,0.16137,0.10182,0.30032,0.01403,0.00187
2025-04-30 05:59:05,Phase 2,02:06,0.16137,0.10182,0.30032,-0.00566,-0.00342
2025-04-30 05:59:06,Phase 2,02:07,0.07127,0.10182,0,-0.01852,-0.00787
2025-04-30 05:59:07,Phase 2,02:08,0.07127,0.10182,0,0.03423,0.01085
2025-04-30 05:59:08,Phase 2,02:09,0.07127,0.10182,0,-0.02106,-0.01059
2025-04-30 05:59:09,Phase 2,02:10,0,0,0,0.04429,0.00931
2025-04-30 05:59:10,Phase 2,02:11,0,0,0,-0.00821,0.01255
2025-04-30 05:59:11,Phase 2,02:12,0.43973,0.54163,0.20196,-0.1403,0.05937
2025-04-30 05:59:12,Phase 2,02:13,0.43973,0.54163,0.20196,0.08628,-0.04726
2025-04-30 05:59:13,Phase 2,02:14,0.43973,0.54163,0.20196,0.00261,-0.00031
2025-04-30 05:59:14,Phase 2,02:15,0.26342,0.20196,0.40683,0.00741,-0.00178
2025-04-30 05:59:15,Phase 2,02:16,0.26342,0.20196,0.40683,-0.02023,0.00618
2025-04-30 05:59:16,Phase 2,02:17,0.07448,0.1064,0,-0.01921,-0.00091
2025-04-30 05:59:17,Phase 2,02:18,0.07448,0.1064,0,-0.00109,0
2025-04-30 05:59:18,Phase 2,02:19,0.07448,0.1064,0,0.00745,-0.00022
2025-04-30 05:59:19,Phase 2,02:20,0.11539,0.16485,0,0.0048,0
2025-04-30 05:59:20,Phase 2,02:21,0.11539,0.16485,0,-0.00142,0
2025-04-30 05:59:21,Phase 2,02:22,0.07127,0.10182,0,0.0045,0.00063
2025-04-30 05:59:22,Phase 2,02:23,0.07127,0.10182,0,-0.00273,0.00362
2025-04-30 05:59:23,Phase 2,02:24,0.19176,0.10182,0,-0.01657,0.00804
2025-04-30 05:59:24,Phase 2,02:25,0.19176,0.27395,0,-0.00128,0.00016
2025-04-30 05:59:25,Phase 2,02:26,0.19176,0.27395,0,-0.05494,-0.00094
2025-04-30 05:59:26,Phase 2,02:27,0.07127,0.10182,0,0.01311,-0.0013
2025-04-30 05:59:28,Phase 2,02:28,0.07127,0.10182,0,0.00605,0.00025
2025-04-30 05:59:29,Phase 2,02:29,0.07127,0.10182,0,-0.00536,-0.00048
2025-04-30 05:59:30,Phase 2,02:30,0.11539,0.16485,0,0.0238,0.00063
2025-04-30 05:59:31,Phase 2,02:31,0.11539,0.16485,0,-0.03424,-0.00532
2025-04-30 05:59:32,Phase 2,02:32,0.1064,0.1064,0.1064,0.00483,0.00085
2025-04-30 05:59:33,Phase 2,02:33,0.1064,0.1064,0.1064,-0.03325,0.00609
2025-04-30 05:59:34,Phase 2,02:34,0.1064,0.1064,0.1064,-0.01948,-0.0214
2025-04-30 05:59:35,Phase 2,02:35,0.13186,0.10182,0.20196,-0.09492,0.05525
2025-04-30 05:59:36,Phase 2,02:36,0.13186,0.10182,0.20196,-0.00076,0.00049
2025-04-30 05:59:37,Phase 2,02:37,0.49746,0.45403,0.59878,-0.03442,-0.02484
2025-04-30 05:59:38,Phase 2,02:38,0.49746,0.45403,0.59878,0,0
2025-04-30 05:59:39,Phase 2,02:39,0.49746,0.45403,0.59878,-0.34595,0.13555
2025-04-30 05:59:40,Phase 2,02:40,0.27745,0.21091,0.4327,0.00395,0.00909
2025-04-30 05:59:41,Phase 2,02:41,0.27745,0.21091,0.4327,-0.06026,-0.06361
2025-04-30 05:59:42,Phase 2,02:42,0.54555,0.58477,0.45403,0,0.02483
2025-04-30 05:59:43,Phase 2,02:43,0.54555,0.58477,0.45403,0,-0.01738
2025-04-30 05:59:44,Phase 2,02:44,0.54555,0.30032,0.45403,0.02246,0.07705
2025-04-30 05:59:45,Phase 2,02:45,0.30032,0.30032,0.30032,-0.00676,0.00303
2025-04-30 05:59:46,Phase 2,02:46,0.30032,0.30032,0.30032,0.20038,0.03831
2025-04-30 05:59:47,Phase 2,02:47,0.25129,0.31338,0.1064,-0.00118,0.01082
2025-04-30 05:59:48,Phase 2,02:48,0.25129,0.31338,0.1064,-0.0013,0.00415
2025-04-30 05:59:49,Phase 2,02:49,0.25129,0.31338,0.1064,-0.00522,0.00019
2025-04-30 05:59:50,Phase 2,02:50,0.25111,0.20196,0.3658,-0.01873,0.01013
2025-04-30 05:59:51,Phase 2,02:51,0.25111,0.20196,0.3658,-0.00946,0.00385
2025-04-30 05:59:52,Phase 2,02:52,0.13186,0.10182,0.20196,0.0072,-0.00579
2025-04-30 05:59:53,Phase 2,02:53,0.13186,0.10182,0.20196,-0.00541,0.01693
2025-04-30 05:59:54,Phase 2,02:54,0.13186,0.10182,0.20196,-0.0541,0.08158
2025-04-30 05:59:55,Phase 2,02:55,0.06327,0,0.21091,0.23192,-0.06787
2025-04-30 05:59:56,Phase 2,02:56,0.06327,0,0.21091,0,-0.05867
2025-04-30 05:59:57,Phase 2,02:57,0.6305,0.6305,0.6305,0.0531,-0.01417
2025-04-30 05:59:58,Phase 2,02:58,0.6305,0.6305,0.6305,-0.07398,-0.02936
2025-04-30 05:59:59,Phase 2,02:59,0.6305,0.35965,0.6305,-0.00419,-0.00869
2025-04-30 06:00:00,Phase 2,03:00,0.2823,0.35965,0.10182,0.08473,0.00623
2025-04-30 06:00:01,Phase 2,03:01,0.2823,0.35965,0.10182,-0.00021,0
2025-04-30 06:00:02,Phase 2,03:02,0.29388,0.37423,0.1064,0.04803,0.03235
2025-04-30 06:00:03,Phase 2,03:03,0.29388,0.37423,0.1064,-0.00182,-0.00103
2025-04-30 06:00:04,Phase 2,03:04,0.29388,0.37423,0.1064,0,0
2025-04-30 06:00:05,Phase 2,03:05,0.11539,0.16485,0,0,0
2025-04-30 06:00:06,Phase 2,03:06,0.11539,0.16485,0,-0.00092,-0.00018
2025-04-30 06:00:07,Phase 2,03:07,0,0,0,-0.00426,-0.00095
2025-04-30 06:00:08,Phase 2,03:08,0,0,0,-0.0427,-0.00509
2025-04-30 06:00:09,Phase 2,03:09,0,0,0,0,0
2025-04-30 06:00:10,Phase 2,03:10,0,0,0,0.01442,-0.00401
2025-04-30 06:00:11,Phase 2,03:11,0,0,0,0.00175,0.00077
2025-04-30 06:00:12,Phase 2,03:12,0.11539,0.16485,0,-0.00021,0.00016
2025-04-30 06:00:13,Phase 2,03:13,0.11539,0.16485,0,-0.00397,0.00873
2025-04-30 06:00:15,Phase 2,03:14,0.11539,0.16485,0,-0.00034,-0.00423
2025-04-30 06:00:16,Phase 2,03:15,0,0,0,-0.0005,0.00019
2025-04-30 06:00:17,Phase 2,03:16,0,0,0,0.10656,-0.05413
2025-04-30 06:00:18,Phase 2,03:17,0.21091,0.21091,0.21091,-0.00073,-0.00123
2025-04-30 06:00:19,Phase 2,03:18,0.21091,0.21091,0.21091,0.00229,-0.00031
2025-04-30 06:00:20,Phase 2,03:19,0.21091,0.21091,0,0.00238,-0.00102
2025-04-30 06:00:21,Phase 2,03:20,0,0,0,0,0
2025-04-30 06:00:22,Phase 2,03:21,0,0,0,0.07368,-0.00926
2025-04-30 06:00:23,Phase 2,03:22,0.28637,0.32254,0.20196,-0.00649,5E-05
2025-04-30 06:00:24,Phase 2,03:23,0.28637,0.32254,0.20196,-0.00453,0.00087
2025-04-30 06:00:25,Phase 2,03:24,0.28637,0.32254,0.20196,-0.01551,-0.00022
2025-04-30 06:00:26,Phase 2,03:25,0.15195,0.17148,0.1064,0.00415,0
2025-04-30 06:00:27,Phase 2,03:26,0.15195,0.17148,0.1064,0.02477,0.0325
2025-04-30 06:00:28,Phase 2,03:27,0.14137,0.20196,0,-0.02635,-0.08801
2025-04-30 06:00:29,Phase 2,03:28,0.14137,0.20196,0,0.06,-0.00578
2025-04-30 06:00:30,Phase 2,03:29,0.14137,0.20196,0,-0.00739,-0.01208
2025-04-30 06:00:31,Phase 2,03:30,0.41692,0.41692,0.41692,0,-0.00305
2025-04-30 06:00:32,Phase 2,03:31,0.41692,0.41692,0.41692,0.00801,0.00502
2025-04-30 06:00:33,Phase 2,03:32,0.30403,0.27395,0.37423,-0.03925,0
2025-04-30 06:00:34,Phase 2,03:33,0.30403,0.27395,0.37423,-0.01168,0.00173
2025-04-30 06:00:35,Phase 2,03:34,0,0,0,0.00125,-0.00048
2025-04-30 06:00:36,Phase 2,03:35,0,0,0,0.35066,0.36033
2025-04-30 06:00:37,Phase 2,03:36,0,0,0,0.03306,0
2025-04-30 06:00:38,Phase 2,03:37,0.24927,0.20196,0.35965,-0.1395,0.01466
2025-04-30 06:00:39,Phase 2,03:38,0.24927,0.20196,0.35965,0.05475,0.02169
2025-04-30 06:00:40,Phase 2,03:39,0.17956,0.21091,0.1064,-0.00078,-0.00469
2025-04-30 06:00:41,Phase 2,03:40,0.17956,0.21091,0.1064,0.00138,-0.00059
2025-04-30 06:00:42,Phase 2,03:41,0.17956,0.21091,0.1064,0,-0.00565
2025-04-30 06:00:43,Phase 2,03:42,0.20196,0.20196,0.20196,0.01088,-0.00386
2025-04-30 06:00:44,Phase 2,03:43,0.20196,0.20196,0.20196,-0.01671,0.0078
2025-04-30 06:00:45,Phase 2,03:44,0.52804,0.20196,0.20196,-0.11105,0.04783
2025-04-30 06:00:46,Phase 2,03:45,0.52804,0.59758,0.3658,0.00558,-0.006
2025-04-30 06:00:47,Phase 2,03:46,0.52804,0.59758,0.3658,-0.01253,0.01146
2025-04-30 06:00:48,Phase 2,03:47,0.1064,0.1064,0.1064,0.00477,-0.01413
2025-04-30 06:00:50,Phase 2,03:48,0.1064,0.1064,0.1064,0,0
2025-04-30 06:00:51,Phase 2,03:49,0.1064,0.1064,0.1064,-0.04305,0.07452
2025-04-30 06:00:52,Phase 2,03:50,0.32046,0.26321,0.45403,0.08184,0.03277
2025-04-30 06:00:53,Phase 2,03:51,0.32046,0.26321,0.45403,-0.11303,-0.05101
2025-04-30 06:00:54,Phase 2,03:52,0.63163,0.66762,0.54766,0,0
2025-04-30 06:00:55,Phase 2,03:53,0.63163,0.66762,0.54766,0.09085,-0.24097
2025-04-30 06:00:56,Phase 2,03:54,0.63163,0.66762,0.54766,0.09588,0.00355
2025-04-30 06:00:57,Phase 2,03:55,0.62788,0.61605,0.65548,0.06442,-0.02124
2025-04-30 06:00:58,Phase 2,03:56,0.62788,0.61605,0.65548,-0.00033,0.00081
2025-04-30 06:00:59,Phase 2,03:57,0.39676,0.39676,0.39676,-0.01593,-0.16373
2025-04-30 06:01:00,Phase 2,03:58,0.39676,0.39676,0.39676,0,0.00175
2025-04-30 06:01:01,Phase 2,03:59,0.39676,0.39676,0.39676,0,0.00299
2025-04-30 06:01:02,Phase 2,04:00,0.58652,0.56167,0.64451,-0.11675,-0.0379
2025-04-30 06:01:03,Phase 2,04:01,0.58652,0.56167,0.64451,-0.00024,0
2025-04-30 06:01:04,Phase 2,04:02,0.28721,0.31991,0.21091,0.03716,-0.13976
2025-04-30 06:01:05,Phase 2,04:03,0.28721,0.31991,0.21091,0.00063,0.01103
2025-04-30 06:01:06,Phase 2,04:04,0.28721,0.31991,0.21091,-0.00777,0.00018
2025-04-30 06:01:07,Phase 2,04:05,0.31665,0.3658,0.20196,0.00455,-0.00054
2025-04-30 06:01:08,Phase 2,04:06,0.31665,0.3658,0.20196,0.05758,0.02524
2025-04-30 06:01:09,Phase 2,04:07,0.11539,0.16485,0,0.00206,0.00255
2025-04-30 06:01:10,Phase 2,04:08,0.11539,0.16485,0,0.00429,0.00901
2025-04-30 06:01:11,Phase 2,04:09,0.11539,0.16485,0,-0.07899,-0.0642
2025-04-30 06:01:12,Phase 2,04:10,0.22368,0.27395,0.1064,0.03465,0.00451
2025-04-30 06:01:13,Phase 2,04:11,0.22368,0.27395,0.1064,0.03026,-0.00074
2025-04-30 06:01:14,Phase 2,04:12,0.24652,0.30853,0.10182,-0.03587,-0.0001
2025-04-30 06:01:15,Phase 2,04:13,0.24652,0.30853,0.10182,-0.02855,-0.01412
2025-04-30 06:01:16,Phase 2,04:14,0.24652,0.30853,0.10182,0,0.00092
2025-04-30 06:01:17,Phase 2,04:15,0.24483,0.26321,0.20196,0.02168,0.0308
2025-04-30 06:01:18,Phase 2,04:16,0.24483,0.26321,0.20196,-0.04761,-0.01418
2025-04-30 06:01:19,Phase 2,04:17,0.1064,0.1064,0.1064,-0.01768,-0.00376
2025-04-30 06:01:20,Phase 2,04:18,0.1064,0.1064,0.1064,0.00605,0.00096
2025-04-30 06:01:21,Phase 2,04:19,0.1064,0.1064,0.1064,-0.00514,0
2025-04-30 06:01:22,Phase 2,04:20,0.18425,0.26321,0,0.05775,0
2025-04-30 06:01:23,Phase 2,04:21,0.18425,0.26321,0,0.00407,0
2025-04-30 06:01:24,Phase 2,04:22,0,0,0,0.01796,0.00385
2025-04-30 06:01:25,Phase 2,04:23,0,0,0,-0.02185,-0.00011
2025-04-30 06:01:26,Phase 2,04:24,0,0,0,-0.00228,0.00148
2025-04-30 06:01:27,Phase 2,04:25,0,0,0,-0.0867,0.00645
2025-04-30 06:01:28,Phase 2,04:26,0,0,0,0.00167,0.0007
2025-04-30 06:01:29,Phase 2,04:27,0.17192,0.20196,0.10182,0.00031,0.00165
2025-04-30 06:01:30,Phase 2,04:28,0.17192,0.20196,0.10182,0,0
2025-04-30 06:01:31,Phase 2,04:29,0.17192,0.16485,0.10182,0.08843,-0.01189
2025-04-30 06:01:32,Phase 2,04:30,0.14594,0.16485,0.10182,0,0
2025-04-30 06:01:33,Phase 2,04:31,0.14594,0.16485,0.10182,0.00132,-0.00021
2025-04-30 06:01:34,Phase 2,04:32,0,0,0,0.00378,0.00505
2025-04-30 06:01:36,Phase 2,04:33,0,0,0,0.00119,-0.00819
2025-04-30 06:01:37,Phase 2,04:34,0,0,0,0.00047,-0.00208
2025-04-30 06:01:38,Phase 2,04:35,0,0,0,0.00299,-0.00296
2025-04-30 06:01:39,Phase 2,04:36,0,0,0,-0.04354,0.05958
2025-04-30 06:01:40,Phase 2,04:37,0.205,0.20196,0.21209,-0.03472,0.04009
2025-04-30 06:01:41,Phase 2,04:38,0.205,0.20196,0.21209,0,-0.00086
2025-04-30 06:01:42,Phase 2,04:39,0.205,0.20196,0.21209,-0.02308,0.04437
2025-04-30 06:01:43,Phase 2,04:40,0.2599,0.21091,0.37423,0,0
2025-04-30 06:01:44,Phase 2,04:41,0.2599,0.21091,0.37423,0.03376,-0.0606
2025-04-30 06:01:45,Phase 2,04:42,0.13507,0.1064,0.20196,-0.01647,-0.00115
2025-04-30 06:01:46,Phase 2,04:43,0.13507,0.1064,0.20196,0.12269,-0.05882
2025-04-30 06:01:47,Phase 2,04:44,0.13507,0.1064,0.20196,-0.18622,-0.04311
2025-04-30 06:01:48,Phase 2,04:45,0.45095,0.48744,0.3658,-0.06039,0.01248
2025-04-30 06:01:49,Phase 2,04:46,0.45095,0.48744,0.3658,0.09122,0.03545
2025-04-30 06:01:50,Phase 2,04:47,0.19176,0.27395,0,-0.00259,0.00191
2025-04-30 06:01:51,Phase 2,04:48,0.19176,0.27395,0,0.00463,0.00433
2025-04-30 06:01:52,Phase 2,04:49,0.19176,0.27395,0,-0.00411,-0.00126
2025-04-30 06:01:53,Phase 2,04:50,0.17192,0.20196,0.10182,-0.00266,-0.00161
2025-04-30 06:01:54,Phase 2,04:51,0.17192,0.20196,0.10182,-0.01657,-0.01041
2025-04-30 06:01:55,Phase 2,04:52,0.10182,0.10182,0.10182,-0.05976,-0.03229
2025-04-30 06:01:56,Phase 2,04:53,0.10182,0.10182,0.10182,0.00323,0.00087
2025-04-30 06:01:57,Phase 2,04:54,0,0.10182,0.10182,0.00148,0.00103
2025-04-30 06:01:58,Phase 2,04:55,0,0,0,-0.01819,0.00282
2025-04-30 06:01:59,Phase 2,04:56,0,0,0,0,0
2025-04-30 06:02:00,Phase 2,04:57,0,0,0,-0.0883,-0.00107
2025-04-30 06:02:01,Phase 2,04:58,0,0,0,0.00334,0.00198
2025-04-30 06:02:02,Phase 2,04:59,0,0,0,-0.00299,0.00081
2025-04-30 06:02:03,Phase 2,05:00,0.11539,0.16485,0,2E-05,8E-05
2025-04-30 06:02:04,Phase 2,05:01,0.11539,0.16485,0,0.0187,0.00232
2025-04-30 06:02:05,Phase 2,05:02,0,0,0,-0.00042,0
2025-04-30 06:02:06,Phase 2,05:03,0,0,0,0.01321,0.00057
2025-04-30 06:02:07,Phase 2,05:04,0,0,0,-0.00021,0.0001
2025-04-30 06:02:08,Phase 2,05:05,0.07127,0.10182,0,-0.0056,-0.00282
